SNOMEDCode,description
'116511000001101,Amoxicillin 500mg capsules (Alliance Healthcare (Distribution) Ltd)
'1494311000001101,Amoxicillin 500mg capsules (Alliance Healthcare (Distribution) Ltd)
'1592311000001100,Amoxicillin 500mg capsules (Alliance Healthcare (Distribution) Ltd)
'20969911000001107,Amoxicillin 500mg capsules (Alliance Healthcare (Distribution) Ltd)
'53711000001102,Amoxicillin 500mg capsules (Sandoz Ltd)
'1598211000001105,Amoxicillin 500mg capsules (Sandoz Ltd)
'268011000001106,Amoxicillin 500mg capsules (Pfizer Ltd)
'4485311000001108,Amoxicillin 500mg capsules (Pfizer Ltd)
'5334311000001104,Amoxil 500mg capsules (Waymade Healthcare Plc)
'5334511000001105,Amoxil 500mg capsules (Waymade Healthcare Plc)
'15415511000001107,Amoxil 500mg capsules (Waymade Healthcare Plc)
'7339811000001106,Amoxident 500 capsules (Britannia Pharmaceuticals Ltd)
'7339911000001101,Amoxident 500 capsules (Britannia Pharmaceuticals Ltd)
'9785911000001104,Amoxicillin 500mg capsules (Almus Pharmaceuticals Ltd)
'9786211000001102,Amoxicillin 500mg capsules (Almus Pharmaceuticals Ltd)
'9786111000001108,Amoxicillin 500mg capsules (Almus Pharmaceuticals Ltd)
'28002311000001108,Amoxicillin 500mg capsules (Almus Pharmaceuticals Ltd)
'10381311000001104,Amoxicillin 500mg capsules (Arrow Generics Ltd)
'10381511000001105,Amoxicillin 500mg capsules (Arrow Generics Ltd)
'10381611000001109,Amoxicillin 500mg capsules (Arrow Generics Ltd)
'10460611000001105,Amoxil 500mg capsules (Dowelhurst Ltd)
'10460811000001109,Amoxil 500mg capsules (Dowelhurst Ltd)
'12948211000001106,Amoxicillin 500mg capsules (Boston Healthcare Ltd)
'12948311000001103,Amoxicillin 500mg capsules (Boston Healthcare Ltd)
'13111311000001106,Amoxicillin 500mg capsules (Dowelhurst Ltd)
'13111611000001101,Amoxicillin 500mg capsules (Dowelhurst Ltd)
'13111511000001100,Amoxicillin 500mg capsules (Dowelhurst Ltd)
'13827911000001101,Amoxil 500mg capsules (DE Pharmaceuticals)
'13828011000001104,Amoxil 500mg capsules (DE Pharmaceuticals)
'14193111000001109,Amoxil 500mg capsules (Sigma Pharmaceuticals Plc)
'14193211000001103,Amoxil 500mg capsules (Sigma Pharmaceuticals Plc)
'17532611000001102,Amoxil 500mg capsules (Sigma Pharmaceuticals Plc)
'15981911000001102,Amoxicillin 500mg capsules (Bristol Laboratories Ltd)
'15982011000001109,Amoxicillin 500mg capsules (Bristol Laboratories Ltd)
'15982111000001105,Amoxicillin 500mg capsules (Bristol Laboratories Ltd)
'16138011000001103,Amoxil 500mg capsules (Lexon (UK) Ltd)
'16138111000001102,Amoxil 500mg capsules (Lexon (UK) Ltd)
'16261411000001105,Amoxil 500mg capsules (Mawdsley-Brooks & Company Ltd)
'16261511000001109,Amoxil 500mg capsules (Mawdsley-Brooks & Company Ltd)
'16261911000001102,Amoxil 500mg capsules (Mawdsley-Brooks & Company Ltd)
'16540411000001104,Amoxil 500mg capsules (Stephar (U.K.) Ltd)
'16540511000001100,Amoxil 500mg capsules (Stephar (U.K.) Ltd)
'17584311000001105,Amoxil 500mg capsules (Necessity Supplies Ltd)
'17584711000001109,Amoxil 500mg capsules (Necessity Supplies Ltd)
'17780311000001103,Amoxicillin 500mg capsules (Phoenix Healthcare Distribution Ltd)
'17780811000001107,Amoxicillin 500mg capsules (Phoenix Healthcare Distribution Ltd)
'17780911000001102,Amoxicillin 500mg capsules (Phoenix Healthcare Distribution Ltd)
'18146111000001108,Amoxicillin 500mg capsules (Wockhardt UK Ltd)
'18146211000001102,Amoxicillin 500mg capsules (Wockhardt UK Ltd)
'18383511000001107,Amoxicillin 500mg capsules (Wockhardt UK Ltd)
'18458211000001102,Amoxicillin 500mg capsules (Accord Healthcare Ltd)
'18458311000001105,Amoxicillin 500mg capsules (Accord Healthcare Ltd)
'19187611000001109,Amoxicillin 500mg capsules (Milpharm Ltd)
'19187711000001100,Amoxicillin 500mg capsules (Milpharm Ltd)
'19726111000001102,Amoxicillin 500mg capsules (Medreich Plc)
'19726311000001100,Amoxicillin 500mg capsules (Medreich Plc)
'19726411000001107,Amoxicillin 500mg capsules (Medreich Plc)
'21765611000001103,Amoxicillin 500mg capsules (Waymade Healthcare Plc)
'21765811000001104,Amoxicillin 500mg capsules (Waymade Healthcare Plc)
'21765911000001109,Amoxicillin 500mg capsules (Waymade Healthcare Plc)
'21765711000001107,Amoxicillin 500mg capsules (Waymade Healthcare Plc)
'22608811000001102,Amoxicillin 500mg capsules (DE Pharmaceuticals)
'22609011000001103,Amoxicillin 500mg capsules (DE Pharmaceuticals)
'22609111000001102,Amoxicillin 500mg capsules (DE Pharmaceuticals)
'22608911000001107,Amoxicillin 500mg capsules (DE Pharmaceuticals)
'29769211000001107,Amoxicillin 500mg capsules (Sigma Pharmaceuticals Plc)
'29769311000001104,Amoxicillin 500mg capsules (Sigma Pharmaceuticals Plc)
'29993211000001103,Amoxicillin 500mg capsules (Mawdsley-Brooks & Company Ltd)
'29993311000001106,Amoxicillin 500mg capsules (Mawdsley-Brooks & Company Ltd)
'29993411000001104,Amoxicillin 500mg capsules (Mawdsley-Brooks & Company Ltd)
'33680911000001101,Amoxicillin 500mg capsules (Brown & Burk UK Ltd)
'33681011000001109,Amoxicillin 500mg capsules (Brown & Burk UK Ltd)
'35591411000001103,Amoxicillin 500mg capsules (RX Farma)
'35591611000001100,Amoxicillin 500mg capsules (RX Farma)
'35591511000001104,Amoxicillin 500mg capsules (RX Farma)
'36693511000001106,Amoxicillin 500mg capsules (Noumed Life Sciences Ltd)
'36695211000001107,Amoxicillin 500mg capsules (Noumed Life Sciences Ltd)
'36694411000001105,Amoxicillin 500mg capsules (Noumed Life Sciences Ltd)
'323539009,Co-amoxiclav 500mg/125mg tablets
'1247311000001103,Co-amoxiclav 500mg/125mg tablets
'5336511000001104,Co-amoxiclav 500mg/125mg tablets
'10823211000001102,Co-amoxiclav 500mg/125mg tablets
'21717311000001101,Co-amoxiclav 500mg/125mg tablets
'290311000001105,Co-amoxiclav 500mg/125mg tablets (A A H Pharmaceuticals Ltd)
'1480611000001103,Co-amoxiclav 500mg/125mg tablets (A A H Pharmaceuticals Ltd)
'934111000001105,Co-amoxiclav 500mg/125mg tablets (Teva UK Ltd)
'1480811000001104,Co-amoxiclav 500mg/125mg tablets (Teva UK Ltd)
'57911000001109,Ranclav 625mg tablets (Ranbaxy (UK) Ltd)
'1481011000001101,Ranclav 625mg tablets (Ranbaxy (UK) Ltd)
'351311000001104,Co-amoxiclav 500mg/125mg tablets (IVAX Pharmaceuticals UK Ltd)
'1481811000001107,Co-amoxiclav 500mg/125mg tablets (IVAX Pharmaceuticals UK Ltd)
'785111000001106,Co-amoxiclav 500mg/125mg tablets (Kent Pharmaceuticals Ltd)
'1482111000001105,Co-amoxiclav 500mg/125mg tablets (Kent Pharmaceuticals Ltd)
'628011000001104,Co-amoxiclav 500mg/125mg tablets (Ranbaxy (UK) Ltd)
'1482311000001107,Co-amoxiclav 500mg/125mg tablets (Ranbaxy (UK) Ltd)
'292511000001103,Augmentin 625mg tablets (GlaxoSmithKline UK Ltd)
'1482611000001102,Augmentin 625mg tablets (GlaxoSmithKline UK Ltd)
'680711000001105,Co-amoxiclav 500mg/125mg tablets (Alliance Healthcare (Distribution) Ltd)
'1482711000001106,Co-amoxiclav 500mg/125mg tablets (Alliance Healthcare (Distribution) Ltd)
'3964511000001100,Co-amoxiclav 500mg/125mg tablets (Zentiva)
'3964711000001105,Co-amoxiclav 500mg/125mg tablets (Zentiva)
'5337211000001100,Augmentin 625mg tablets (Waymade Healthcare Plc)
'14946611000001101,Augmentin 625mg tablets (Waymade Healthcare Plc)
'5337411000001101,Augmentin 625mg tablets (Waymade Healthcare Plc)
'21717411000001108,Augmentin 625mg tablets (Waymade Healthcare Plc)
'5483611000001106,Co-amoxiclav 500mg/125mg tablets (Dowelhurst Ltd)
'5484011000001102,Co-amoxiclav 500mg/125mg tablets (Dowelhurst Ltd)
'5614911000001103,Augmentin 625mg tablets (Dowelhurst Ltd)
'5615011000001103,Augmentin 625mg tablets (Dowelhurst Ltd)
'5629811000001102,Co-amoxiclav 500mg/125mg tablets (Mylan)
'5630111000001101,Co-amoxiclav 500mg/125mg tablets (Mylan)
'10823311000001105,Co-amoxiclav 500mg/125mg tablets (Mylan)
'6036511000001103,Co-amoxiclav 500mg/125mg tablets (Sandoz Ltd)
'6036811000001100,Co-amoxiclav 500mg/125mg tablets (Sandoz Ltd)
'10397711000001105,Co-amoxiclav 500mg/125mg tablets (Arrow Generics Ltd)
'10397911000001107,Co-amoxiclav 500mg/125mg tablets (Arrow Generics Ltd)
'13832811000001105,Augmentin 625mg tablets (DE Pharmaceuticals)
'13833011000001108,Augmentin 625mg tablets (DE Pharmaceuticals)
'13832911000001100,Augmentin 625mg tablets (DE Pharmaceuticals)
'14199211000001101,Augmentin 625mg tablets (Sigma Pharmaceuticals Plc)
'14199311000001109,Augmentin 625mg tablets (Sigma Pharmaceuticals Plc)
'16139311000001106,Augmentin 625mg tablets (Lexon (UK) Ltd)
'16139511000001100,Augmentin 625mg tablets (Lexon (UK) Ltd)
'16139411000001104,Augmentin 625mg tablets (Lexon (UK) Ltd)
'16270311000001101,Augmentin 625mg tablets (Mawdsley-Brooks & Company Ltd)
'16270911000001100,Augmentin 625mg tablets (Mawdsley-Brooks & Company Ltd)
'16270511000001107,Augmentin 625mg tablets (Mawdsley-Brooks & Company Ltd)
'17668811000001104,Co-amoxiclav 500mg/125mg tablets (Actavis UK Ltd)
'17668911000001109,Co-amoxiclav 500mg/125mg tablets (Actavis UK Ltd)
'17886011000001101,Co-amoxiclav 500mg/125mg tablets (Phoenix Healthcare Distribution Ltd)
'17886111000001100,Co-amoxiclav 500mg/125mg tablets (Phoenix Healthcare Distribution Ltd)
'19199611000001103,Co-amoxiclav 500mg/125mg tablets (Aurobindo Pharma Ltd)
'19199711000001107,Co-amoxiclav 500mg/125mg tablets (Aurobindo Pharma Ltd)
'19728511000001107,Co-amoxiclav 500mg/125mg tablets (Medreich Plc)
'19728611000001106,Co-amoxiclav 500mg/125mg tablets (Medreich Plc)
'19833911000001109,Co-amoxiclav 500mg/125mg tablets (APC Pharmaceuticals & Chemicals (Europe) Ltd)
'19834011000001107,Co-amoxiclav 500mg/125mg tablets (APC Pharmaceuticals & Chemicals (Europe) Ltd)
'22009611000001102,Co-amoxiclav 500mg/125mg tablets (Waymade Healthcare Plc)
'22009711000001106,Co-amoxiclav 500mg/125mg tablets (Waymade Healthcare Plc)
'23828211000001108,Co-amoxiclav 500mg/125mg tablets (DE Pharmaceuticals)
'23828411000001107,Co-amoxiclav 500mg/125mg tablets (DE Pharmaceuticals)
'27959011000001105,Co-amoxiclav 500mg/125mg tablets (Creo Pharma Ltd)
'27959211000001100,Co-amoxiclav 500mg/125mg tablets (Creo Pharma Ltd)
'29795111000001101,Co-amoxiclav 500mg/125mg tablets (Sigma Pharmaceuticals Plc)
'29795211000001107,Co-amoxiclav 500mg/125mg tablets (Sigma Pharmaceuticals Plc)
'32399711000001107,Co-amoxiclav 500mg/125mg tablets (Brown & Burk UK Ltd)
'32399811000001104,Co-amoxiclav 500mg/125mg tablets (Brown & Burk UK Ltd)
'34679211000001108,Co-amoxiclav 500mg/125mg tablets (Almus Pharmaceuticals Ltd)
'34679311000001100,Co-amoxiclav 500mg/125mg tablets (Almus Pharmaceuticals Ltd)
'34962811000001108,Co-amoxiclav 500mg/125mg tablets (Bristol Laboratories Ltd)
'34962911000001103,Co-amoxiclav 500mg/125mg tablets (Bristol Laboratories Ltd)
'35563911000001105,Co-amoxiclav 500mg/125mg tablets (Rivopharm (UK) Ltd)
'35564011000001108,Co-amoxiclav 500mg/125mg tablets (Rivopharm (UK) Ltd)
'35907311000001106,Co-amoxiclav 500mg/125mg tablets (Consilient Health Ltd)
'35907411000001104,Co-amoxiclav 500mg/125mg tablets (Consilient Health Ltd)
'36695911000001103,Co-amoxiclav 500mg/125mg tablets (Noumed Life Sciences Ltd)
'36696411000001102,Co-amoxiclav 500mg/125mg tablets (Noumed Life Sciences Ltd)
'36870911000001108,Co-amoxiclav 500mg/125mg tablets (Torrent Pharma (UK) Ltd)
'36871011000001100,Co-amoxiclav 500mg/125mg tablets (Torrent Pharma (UK) Ltd)
'323496002,Flucloxacillin 125mg/5ml oral suspension
'1028711000001107,Flucloxacillin 125mg/5ml oral suspension
'811111000001105,Floxapen 125mg/5ml syrup (Actavis UK Ltd)
'1504611000001104,Floxapen 125mg/5ml syrup (Actavis UK Ltd)
'323474008,Flucloxacillin 250mg/5ml oral suspension
'1000811000001108,Flucloxacillin 250mg/5ml oral suspension
'442211000001107,Floxapen 250mg/5ml syrup (Actavis UK Ltd)
'1504711000001108,Floxapen 250mg/5ml syrup (Actavis UK Ltd)
'324233000,Erythromycin ethyl succinate 250mg/5ml oral suspension
'972011000001100,Erythromycin ethyl succinate 250mg/5ml oral suspension
'1238811000001105,Erythromycin ethyl succinate 250mg/5ml oral suspension
'563411000001101,Erythromycin ethyl succinate 250mg/5ml oral suspension (A A H Pharmaceuticals Ltd)
'1504911000001105,Erythromycin ethyl succinate 250mg/5ml oral suspension (A A H Pharmaceuticals Ltd)
'398811000001108,Erythromycin ethyl succinate 250mg/5ml oral suspension (Actavis UK Ltd)
'1505111000001106,Erythromycin ethyl succinate 250mg/5ml oral suspension (Actavis UK Ltd)
'79111000001102,Erythromycin ethyl succinate 250mg/5ml oral suspension (Kent Pharmaceuticals Ltd)
'1505311000001108,Erythromycin ethyl succinate 250mg/5ml oral suspension (Kent Pharmaceuticals Ltd)
'1505411000001101,Erythromycin ethyl succinate 250mg/5ml oral suspension (Kent Pharmaceuticals Ltd)
'103911000001104,Erythromycin ethyl succinate 250mg/5ml oral suspension (Sandoz Ltd)
'1505811000001104,Erythromycin ethyl succinate 250mg/5ml oral suspension (Sandoz Ltd)
'816211000001107,Erythromycin ethyl succinate 250mg/5ml oral suspension (Alliance Healthcare (Distribution) Ltd)
'1599011000001105,Erythromycin ethyl succinate 250mg/5ml oral suspension (Alliance Healthcare (Distribution) Ltd)
'10307711000001108,Erythromycin ethyl succinate 250mg/5ml oral suspension (Focus Pharmaceuticals Ltd)
'10307811000001100,Erythromycin ethyl succinate 250mg/5ml oral suspension (Focus Pharmaceuticals Ltd)
'13620511000001101,Erythromycin ethyl succinate 250mg/5ml oral suspension (Pinewood Healthcare)
'13620611000001102,Erythromycin ethyl succinate 250mg/5ml oral suspension (Pinewood Healthcare)
'17902811000001101,Erythromycin ethyl succinate 250mg/5ml oral suspension (Phoenix Healthcare Distribution Ltd)
'17902911000001106,Erythromycin ethyl succinate 250mg/5ml oral suspension (Phoenix Healthcare Distribution Ltd)
'21975211000001103,Erythromycin ethyl succinate 250mg/5ml oral suspension (Waymade Healthcare Plc)
'21975311000001106,Erythromycin ethyl succinate 250mg/5ml oral suspension (Waymade Healthcare Plc)
'23902911000001100,Erythromycin ethyl succinate 250mg/5ml oral suspension (DE Pharmaceuticals)
'23903011000001108,Erythromycin ethyl succinate 250mg/5ml oral suspension (DE Pharmaceuticals)
'29856111000001104,Erythromycin ethyl succinate 250mg/5ml oral suspension (Sigma Pharmaceuticals Plc)
'29856211000001105,Erythromycin ethyl succinate 250mg/5ml oral suspension (Sigma Pharmaceuticals Plc)
'324232005,Erythromycin ethyl succinate 125mg/5ml oral suspension
'1021011000001104,Erythromycin ethyl succinate 125mg/5ml oral suspension
'1277011000001102,Erythromycin ethyl succinate 125mg/5ml oral suspension
'682211000001102,Erythromycin ethyl succinate 125mg/5ml oral suspension (A A H Pharmaceuticals Ltd)
'1505011000001105,Erythromycin ethyl succinate 125mg/5ml oral suspension (A A H Pharmaceuticals Ltd)
'838411000001100,Erythromycin ethyl succinate 125mg/5ml oral suspension (Actavis UK Ltd)
'1505211000001100,Erythromycin ethyl succinate 125mg/5ml oral suspension (Actavis UK Ltd)
'469911000001101,Erythromycin ethyl succinate 125mg/5ml oral suspension (Kent Pharmaceuticals Ltd)
'1505611000001103,Erythromycin ethyl succinate 125mg/5ml oral suspension (Kent Pharmaceuticals Ltd)
'1505911000001109,Erythromycin ethyl succinate 125mg/5ml oral suspension (Kent Pharmaceuticals Ltd)
'231611000001103,Erythromycin ethyl succinate 125mg/5ml oral suspension (Sandoz Ltd)
'1506011000001101,Erythromycin ethyl succinate 125mg/5ml oral suspension (Sandoz Ltd)
'468911000001109,Erythromycin ethyl succinate 125mg/5ml oral suspension (Alliance Healthcare (Distribution) Ltd)
'1598811000001106,Erythromycin ethyl succinate 125mg/5ml oral suspension (Alliance Healthcare (Distribution) Ltd)
'10307311000001109,Erythromycin ethyl succinate 125mg/5ml oral suspension (Focus Pharmaceuticals Ltd)
'10307411000001102,Erythromycin ethyl succinate 125mg/5ml oral suspension (Focus Pharmaceuticals Ltd)
'13620311000001107,Erythromycin ethyl succinate 125mg/5ml oral suspension (Pinewood Healthcare)
'13620411000001100,Erythromycin ethyl succinate 125mg/5ml oral suspension (Pinewood Healthcare)
'17902311000001105,Erythromycin ethyl succinate 125mg/5ml oral suspension (Phoenix Healthcare Distribution Ltd)
'17902411000001103,Erythromycin ethyl succinate 125mg/5ml oral suspension (Phoenix Healthcare Distribution Ltd)
'21935211000001101,Erythromycin ethyl succinate 125mg/5ml oral suspension (Waymade Healthcare Plc)
'21935311000001109,Erythromycin ethyl succinate 125mg/5ml oral suspension (Waymade Healthcare Plc)
'23902711000001102,Erythromycin ethyl succinate 125mg/5ml oral suspension (DE Pharmaceuticals)
'23902811000001105,Erythromycin ethyl succinate 125mg/5ml oral suspension (DE Pharmaceuticals)
'29852211000001109,Erythromycin ethyl succinate 125mg/5ml oral suspension (Sigma Pharmaceuticals Plc)
'29852411000001108,Erythromycin ethyl succinate 125mg/5ml oral suspension (Sigma Pharmaceuticals Plc)
'324178009,Erythromycin 250mg gastro-resistant tablets
'1036711000001106,Erythromycin 250mg gastro-resistant tablets
'1052411000001102,Erythromycin 250mg gastro-resistant tablets
'957611000001107,Erythromycin 250mg gastro-resistant tablets
'766711000001101,Erythromycin 250mg gastro-resistant tablets (A A H Pharmaceuticals Ltd)
'1506111000001100,Erythromycin 250mg gastro-resistant tablets (A A H Pharmaceuticals Ltd)
'1506211000001106,Erythromycin 250mg gastro-resistant tablets (A A H Pharmaceuticals Ltd)
'1506311000001103,Erythromycin 250mg gastro-resistant tablets (A A H Pharmaceuticals Ltd)
'89511000001103,Erythromycin 250mg gastro-resistant tablets (Abbott Laboratories Ltd)
'1506511000001109,Erythromycin 250mg gastro-resistant tablets (Abbott Laboratories Ltd)
'1506411000001105,Erythromycin 250mg gastro-resistant tablets (Abbott Laboratories Ltd)
'10061811000001105,Erythromycin 250mg gastro-resistant tablets (Abbott Laboratories Ltd)
'689511000001108,Erythromycin 250mg gastro-resistant tablets (Actavis UK Ltd)
'1506711000001104,Erythromycin 250mg gastro-resistant tablets (Actavis UK Ltd)
'919211000001106,Erythromycin 250mg gastro-resistant tablets (Teva UK Ltd)
'1506811000001107,Erythromycin 250mg gastro-resistant tablets (Teva UK Ltd)
'235411000001103,Rommix 250 EC tablets (Ashbourne Pharmaceuticals Ltd)
'1506911000001102,Rommix 250 EC tablets (Ashbourne Pharmaceuticals Ltd)
'126311000001101,Erythromycin 250mg gastro-resistant tablets (Mylan)
'1507011000001103,Erythromycin 250mg gastro-resistant tablets (Mylan)
'654811000001103,Erythromycin 250mg gastro-resistant tablets (IVAX Pharmaceuticals UK Ltd)
'1507111000001102,Erythromycin 250mg gastro-resistant tablets (IVAX Pharmaceuticals UK Ltd)
'687011000001109,Erythromycin 250mg gastro-resistant tablets (Kent Pharmaceuticals Ltd)
'1507211000001108,Erythromycin 250mg gastro-resistant tablets (Kent Pharmaceuticals Ltd)
'1507311000001100,Erythromycin 250mg gastro-resistant tablets (Kent Pharmaceuticals Ltd)
'789411000001103,Erythromycin 250mg gastro-resistant tablets (Alliance Healthcare (Distribution) Ltd)
'1507511000001106,Erythromycin 250mg gastro-resistant tablets (Alliance Healthcare (Distribution) Ltd)
'1507611000001105,Erythromycin 250mg gastro-resistant tablets (Alliance Healthcare (Distribution) Ltd)
'7211000001107,Erythromycin 250mg gastro-resistant tablets (Ranbaxy (UK) Ltd)
'1623011000001106,Erythromycin 250mg gastro-resistant tablets (Ranbaxy (UK) Ltd)
'8750911000001101,Erythromycin 250mg gastro-resistant tablets (Ranbaxy (UK) Ltd)
'4330011000001104,Erythromycin 250mg gastro-resistant tablets (Sandoz Ltd)
'4330111000001103,Erythromycin 250mg gastro-resistant tablets (Sandoz Ltd)
'9795911000001100,Erythromycin 250mg gastro-resistant tablets (Almus Pharmaceuticals Ltd)
'9796111000001109,Erythromycin 250mg gastro-resistant tablets (Almus Pharmaceuticals Ltd)
'9796011000001108,Erythromycin 250mg gastro-resistant tablets (Almus Pharmaceuticals Ltd)
'10406411000001108,Erythromycin 250mg gastro-resistant tablets (Arrow Generics Ltd)
'10406611000001106,Erythromycin 250mg gastro-resistant tablets (Arrow Generics Ltd)
'10406511000001107,Erythromycin 250mg gastro-resistant tablets (Arrow Generics Ltd)
'11020911000001106,Erythromycin 250mg gastro-resistant tablets (Dr Reddy's Laboratories (UK) Ltd)
'11021111000001102,Erythromycin 250mg gastro-resistant tablets (Dr Reddy's Laboratories (UK) Ltd)
'11021011000001103,Erythromycin 250mg gastro-resistant tablets (Dr Reddy's Laboratories (UK) Ltd)
'17198711000001106,Erythromycin 250mg gastro-resistant tablets (Sovereign Medical Ltd)
'17198911000001108,Erythromycin 250mg gastro-resistant tablets (Sovereign Medical Ltd)
'17903711000001101,Erythromycin 250mg gastro-resistant tablets (Phoenix Healthcare Distribution Ltd)
'17903811000001109,Erythromycin 250mg gastro-resistant tablets (Phoenix Healthcare Distribution Ltd)
'18281911000001106,Erythromycin 250mg gastro-resistant tablets (Strides Pharma UK Ltd)
'18282111000001103,Erythromycin 250mg gastro-resistant tablets (Strides Pharma UK Ltd)
'18282011000001104,Erythromycin 250mg gastro-resistant tablets (Strides Pharma UK Ltd)
'19191611000001104,Erythromycin 250mg gastro-resistant tablets (Milpharm Ltd)
'19191711000001108,Erythromycin 250mg gastro-resistant tablets (Milpharm Ltd)
'19733011000001108,Erythromycin 250mg gastro-resistant tablets (Medreich Plc)
'21409111000001103,Erythromycin 250mg gastro-resistant tablets (Medreich Plc)
'19733111000001109,Erythromycin 250mg gastro-resistant tablets (Medreich Plc)
'21976211000001109,Erythromycin 250mg gastro-resistant tablets (Waymade Healthcare Plc)
'21976311000001101,Erythromycin 250mg gastro-resistant tablets (Waymade Healthcare Plc)
'23903911000001107,Erythromycin 250mg gastro-resistant tablets (DE Pharmaceuticals)
'23904011000001105,Erythromycin 250mg gastro-resistant tablets (DE Pharmaceuticals)
'24099111000001103,Erythromycin 250mg gastro-resistant tablets (Waymade Healthcare Plc)
'24099211000001109,Erythromycin 250mg gastro-resistant tablets (Waymade Healthcare Plc)
'24389111000001103,Erythromycin 250mg gastro-resistant tablets (Bristol Laboratories Ltd)
'24389211000001109,Erythromycin 250mg gastro-resistant tablets (Bristol Laboratories Ltd)
'29856311000001102,Erythromycin 250mg gastro-resistant tablets (Sigma Pharmaceuticals Plc)
'29856511000001108,Erythromycin 250mg gastro-resistant tablets (Sigma Pharmaceuticals Plc)
'29856411000001109,Erythromycin 250mg gastro-resistant tablets (Sigma Pharmaceuticals Plc)
'30825911000001105,Erythromycin 250mg gastro-resistant tablets (Mawdsley-Brooks & Company Ltd)
'30826011000001102,Erythromycin 250mg gastro-resistant tablets (Mawdsley-Brooks & Company Ltd)
'32800711000001104,Erythromycin 250mg gastro-resistant tablets (Genesis Pharmaceuticals Ltd)
'32801111000001106,Erythromycin 250mg gastro-resistant tablets (Genesis Pharmaceuticals Ltd)
'35996611000001100,Erythromycin 250mg gastro-resistant tablets (Ennogen Pharma Ltd)
'35996811000001101,Erythromycin 250mg gastro-resistant tablets (Ennogen Pharma Ltd)
'36064711000001106,Erythromycin 250mg gastro-resistant capsules
'1178611000001106,Erythromycin 250mg gastro-resistant capsules
'1116811000001103,Erythromycin 250mg gastro-resistant capsules
'967411000001102,Erythromycin 250mg gastro-resistant capsules
'965711000001102,Erythromycin 250mg gastro-resistant capsules
'759811000001108,Erymax 250mg gastro-resistant capsules (Teva UK Ltd)
'1507811000001109,Erymax 250mg gastro-resistant capsules (Teva UK Ltd)
'1507411000001107,Erymax 250mg gastro-resistant capsules (Teva UK Ltd)
'165611000001108,Tiloryth 250mg gastro-resistant capsules (Tillomed Laboratories Ltd)
'1508111000001101,Tiloryth 250mg gastro-resistant capsules (Tillomed Laboratories Ltd)
'1508311000001104,Tiloryth 250mg gastro-resistant capsules (Tillomed Laboratories Ltd)
'258211000001108,Erythromycin 250mg gastro-resistant capsules (Alliance Healthcare (Distribution) Ltd)
'15018411000001109,Erythromycin 250mg gastro-resistant capsules (Alliance Healthcare (Distribution) Ltd)
'1508711000001100,Erythromycin 250mg gastro-resistant capsules (Alliance Healthcare (Distribution) Ltd)
'1508811000001108,Erythromycin 250mg gastro-resistant capsules (Alliance Healthcare (Distribution) Ltd)
'482311000001107,Erythromycin 250mg gastro-resistant capsules (A A H Pharmaceuticals Ltd)
'15376611000001102,Erythromycin 250mg gastro-resistant capsules (A A H Pharmaceuticals Ltd)
'1509311000001105,Erythromycin 250mg gastro-resistant capsules (A A H Pharmaceuticals Ltd)
'13920511000001102,Erythromycin 250mg gastro-resistant capsules (A A H Pharmaceuticals Ltd)
'4227311000001109,Kerymax 250mg gastro-resistant capsules (Kent Pharmaceuticals Ltd)
'4227411000001102,Kerymax 250mg gastro-resistant capsules (Kent Pharmaceuticals Ltd)
'9563611000001105,Erythromycin 250mg gastro-resistant capsules (Teva UK Ltd)
'13844911000001105,Erythromycin 250mg gastro-resistant capsules (Teva UK Ltd)
'9563711000001101,Erythromycin 250mg gastro-resistant capsules (Teva UK Ltd)
'10139811000001105,Erythromycin 250mg gastro-resistant capsules (Kent Pharmaceuticals Ltd)
'14962011000001104,Erythromycin 250mg gastro-resistant capsules (Kent Pharmaceuticals Ltd)
'10139911000001100,Erythromycin 250mg gastro-resistant capsules (Kent Pharmaceuticals Ltd)
'10406211000001109,Erythromycin 250mg gastro-resistant capsules (Arrow Generics Ltd)
'10406311000001101,Erythromycin 250mg gastro-resistant capsules (Arrow Generics Ltd)
'20962611000001108,Erythromycin 250mg gastro-resistant capsules (Actavis UK Ltd)
'20962711000001104,Erythromycin 250mg gastro-resistant capsules (Actavis UK Ltd)
'323733007,Amoxicillin 250mg/5ml oral suspension
'960811000001104,Amoxicillin 250mg/5ml oral suspension
'819911000001107,Amoxicillin 250mg/5ml oral suspension (A A H Pharmaceuticals Ltd)
'1511111000001106,Amoxicillin 250mg/5ml oral suspension (A A H Pharmaceuticals Ltd)
'256911000001103,Amoxicillin 250mg/5ml oral suspension (Actavis UK Ltd)
'1511211000001100,Amoxicillin 250mg/5ml oral suspension (Actavis UK Ltd)
'830011000001107,Amoxicillin 250mg/5ml oral suspension (Teva UK Ltd)
'1511411000001101,Amoxicillin 250mg/5ml oral suspension (Teva UK Ltd)
'568411000001107,Amoxicillin 250mg/5ml oral suspension (Mylan)
'1511511000001102,Amoxicillin 250mg/5ml oral suspension (Mylan)
'555611000001105,Amoxicillin 250mg/5ml oral suspension (IVAX Pharmaceuticals UK Ltd)
'1511611000001103,Amoxicillin 250mg/5ml oral suspension (IVAX Pharmaceuticals UK Ltd)
'213311000001100,Amoxicillin 250mg/5ml oral suspension (Kent Pharmaceuticals Ltd)
