SNOMEDCode,description,bnf_chapter
'16277711000001101,Becodisks 200microgram (Mawdsley-Brooks & Company Ltd),
'16277911000001104,Becodisks 200microgram (Mawdsley-Brooks & Company Ltd),
'17600111000001105,Becodisks 200microgram (Necessity Supplies Ltd),
'17600211000001104,Becodisks 200microgram (Necessity Supplies Ltd),
'36059211000001108,Fluticasone propionate 100microgram inhalation powder blisters,302000
'3099211000001108,Fluticasone propionate 100microgram inhalation powder blisters,302000
'3099411000001107,Fluticasone propionate 100microgram inhalation powder blisters,302000
'3099611000001105,Flixotide 100microgram disks (GlaxoSmithKline UK Ltd),302000
'3099711000001101,Flixotide 100microgram disks (GlaxoSmithKline UK Ltd),302000
'3099911000001104,Flixotide 100microgram disks (GlaxoSmithKline UK Ltd),302000
'5265811000001108,Flixotide 100microgram disks (Waymade Healthcare Plc),
'5266011000001106,Flixotide 100microgram disks (Waymade Healthcare Plc),
'5292311000001108,Flixotide 100microgram disks (Dowelhurst Ltd),
'5292411000001101,Flixotide 100microgram disks (Dowelhurst Ltd),
'14235311000001103,Flixotide 100microgram disks (Sigma Pharmaceuticals Plc),
'14235411000001105,Flixotide 100microgram disks (Sigma Pharmaceuticals Plc),
'36059811000001109,Fluticasone propionate 50microgram inhalation powder blisters,302000
'3100211000001108,Fluticasone propionate 50microgram inhalation powder blisters,302000
'3100411000001107,Fluticasone propionate 50microgram inhalation powder blisters,302000
'3100811000001109,Flixotide 50microgram disks (GlaxoSmithKline UK Ltd),302000
'3101011000001107,Flixotide 50microgram disks (GlaxoSmithKline UK Ltd),302000
'3101611000001100,Flixotide 50microgram disks (GlaxoSmithKline UK Ltd),302000
'35909011000001104,Beclometasone 400microgram inhalation powder blisters with device,302000
'3101211000001102,Beclometasone 400microgram inhalation powder blisters with device,302000
'3101511000001104,Beclometasone 400microgram inhalation powder blisters with device,302000
'3101711000001109,Beclometasone 400microgram inhalation powder blisters with device,302000
'3101811000001101,Beclometasone 400microgram inhalation powder blisters with device,302000
'3102211000001109,Becodisks 400microgram with Diskhaler (GlaxoSmithKline UK Ltd),302000
'3102511000001107,Becodisks 400microgram with Diskhaler (GlaxoSmithKline UK Ltd),302000
'3102611000001106,Becodisks 400microgram with Diskhaler (GlaxoSmithKline UK Ltd),302000
'3102811000001105,Becodisks 400microgram with Diskhaler (GlaxoSmithKline UK Ltd),302000
'3103211000001103,Becloforte 400microgram disks with Diskhaler (GlaxoSmithKline UK Ltd),302000
'3103411000001104,Becloforte 400microgram disks with Diskhaler (GlaxoSmithKline UK Ltd),302000
'36059511000001106,Fluticasone propionate 250microgram inhalation powder blisters,302000
'3103011000001108,Fluticasone propionate 250microgram inhalation powder blisters,302000
'3103111000001109,Fluticasone propionate 250microgram inhalation powder blisters,302000
'3103511000001100,Flixotide 250microgram disks (GlaxoSmithKline UK Ltd),302000
'3103711000001105,Flixotide 250microgram disks (GlaxoSmithKline UK Ltd),302000
'3104711000001107,Flixotide 250microgram disks (GlaxoSmithKline UK Ltd),302000
'5266111000001107,Flixotide 250microgram disks (Waymade Healthcare Plc),
'5266311000001109,Flixotide 250microgram disks (Waymade Healthcare Plc),
'5294311000001101,Flixotide 250microgram disks (Dowelhurst Ltd),
'5294511000001107,Flixotide 250microgram disks (Dowelhurst Ltd),
'10521011000001105,Flixotide 250microgram disks (Dowelhurst Ltd),
'13877111000001103,Flixotide 250microgram disks (DE Pharmaceuticals),
'13877211000001109,Flixotide 250microgram disks (DE Pharmaceuticals),
'14235511000001109,Flixotide 250microgram disks (Sigma Pharmaceuticals Plc),
'14235611000001108,Flixotide 250microgram disks (Sigma Pharmaceuticals Plc),
'18262611000001108,Flixotide 250microgram disks (Necessity Supplies Ltd),
'18262711000001104,Flixotide 250microgram disks (Necessity Supplies Ltd),
'35908911000001108,Beclometasone 400microgram inhalation powder blisters,302000
'3104311000001108,Beclometasone 400microgram inhalation powder blisters,302000
'3104411000001101,Beclometasone 400microgram inhalation powder blisters,302000
'3104511000001102,Beclometasone 400microgram inhalation powder blisters,302000
'3104911000001109,Becodisks 400microgram (GlaxoSmithKline UK Ltd),302000
'3105011000001109,Becodisks 400microgram (GlaxoSmithKline UK Ltd),302000
'3105111000001105,Becodisks 400microgram (GlaxoSmithKline UK Ltd),302000
'3105311000001107,Becloforte 400microgram disks (GlaxoSmithKline UK Ltd),302000
'3105611000001102,Becloforte 400microgram disks (GlaxoSmithKline UK Ltd),302000
'10838311000001104,Becodisks 400microgram (Waymade Healthcare Plc),
'10838411000001106,Becodisks 400microgram (Waymade Healthcare Plc),
'16140911000001102,Becodisks 400microgram (Lexon (UK) Ltd),
'16141011000001105,Becodisks 400microgram (Lexon (UK) Ltd),
'16278211000001107,Becodisks 400microgram (Mawdsley-Brooks & Company Ltd),
'16278311000001104,Becodisks 400microgram (Mawdsley-Brooks & Company Ltd),
'17600311000001107,Becodisks 400microgram (Necessity Supplies Ltd),
'17600411000001100,Becodisks 400microgram (Necessity Supplies Ltd),
'36059411000001107,Fluticasone propionate 250microgram inhalation powder blisters with device,302000
'3105211000001104,Fluticasone propionate 250microgram inhalation powder blisters with device,302000
'3105411000001100,Fluticasone propionate 250microgram inhalation powder blisters with device,302000
'3105511000001101,Fluticasone propionate 250microgram inhalation powder blisters with device,302000
'3106311000001102,Flixotide 250microgram disks with Diskhaler (GlaxoSmithKline UK Ltd),302000
'3106811000001106,Flixotide 250microgram disks with Diskhaler (GlaxoSmithKline UK Ltd),302000
'3106511000001108,Flixotide 250microgram disks with Diskhaler (GlaxoSmithKline UK Ltd),302000
'3107211000001107,Flixotide 250microgram disks with Diskhaler (GlaxoSmithKline UK Ltd),302000
'36059711000001101,Fluticasone propionate 500microgram inhalation powder blisters with device,302000
'3107911000001103,Fluticasone propionate 500microgram inhalation powder blisters with device,302000
'3108011000001101,Fluticasone propionate 500microgram inhalation powder blisters with device,302000
'3108211000001106,Fluticasone propionate 500microgram inhalation powder blisters with device,302000
'3108411000001105,Flixotide 500microgram disks with Diskhaler (GlaxoSmithKline UK Ltd),302000
'3108811000001107,Flixotide 500microgram disks with Diskhaler (GlaxoSmithKline UK Ltd),302000
'3108911000001102,Flixotide 500microgram disks with Diskhaler (GlaxoSmithKline UK Ltd),302000
'3109311000001109,Flixotide 500microgram disks with Diskhaler (GlaxoSmithKline UK Ltd),302000
'36059611000001105,Fluticasone propionate 500microgram inhalation powder blisters,302000
'3110111000001104,Fluticasone propionate 500microgram inhalation powder blisters,302000
'3110211000001105,Fluticasone propionate 500microgram inhalation powder blisters,302000
'3110511000001108,Flixotide 500microgram disks (GlaxoSmithKline UK Ltd),302000
'3110711000001103,Flixotide 500microgram disks (GlaxoSmithKline UK Ltd),302000
'3110811000001106,Flixotide 500microgram disks (GlaxoSmithKline UK Ltd),302000
'5266711000001108,Flixotide 500microgram disks (Waymade Healthcare Plc),
'5266911000001105,Flixotide 500microgram disks (Waymade Healthcare Plc),
'5295011000001100,Flixotide 500microgram disks (Dowelhurst Ltd),
'5295111000001104,Flixotide 500microgram disks (Dowelhurst Ltd),
'13877311000001101,Flixotide 500microgram disks (DE Pharmaceuticals),
'14235811000001107,Flixotide 500microgram disks (DE Pharmaceuticals),
'13877411000001108,Flixotide 500microgram disks (DE Pharmaceuticals),
'14235711000001104,Flixotide 500microgram disks (Sigma Pharmaceuticals Plc),
'14236011000001105,Flixotide 500microgram disks (Sigma Pharmaceuticals Plc),
'18263011000001105,Flixotide 500microgram disks (Necessity Supplies Ltd),
'18263111000001106,Flixotide 500microgram disks (Necessity Supplies Ltd),
'35909411000001108,Beclometasone 50micrograms/dose dry powder inhaler,302000
'3111811000001103,Beclometasone 50micrograms/dose dry powder inhaler,302000
'3111911000001108,Asmabec 50 Clickhaler (Focus Pharmaceuticals Ltd),302000
'3112011000001101,Asmabec 50 Clickhaler (Focus Pharmaceuticals Ltd),302000
'35908011000001109,Beclometasone 100micrograms/dose dry powder inhaler,302000
'3112111000001100,Beclometasone 100micrograms/dose dry powder inhaler,302000
'3112211000001106,Beclometasone 100micrograms/dose dry powder inhaler,302000
'3112511000001109,Asmabec 100 Clickhaler (Focus Pharmaceuticals Ltd),302000
'3112711000001104,Asmabec 100 Clickhaler (Focus Pharmaceuticals Ltd),302000
'3112911000001102,Pulvinal Beclometasone Dipropionate 100micrograms/dose dry powder inhaler (Chiesi Ltd),302000
'3113011000001105,Pulvinal Beclometasone Dipropionate 100micrograms/dose dry powder inhaler (Chiesi Ltd),302000
'35912411000001100,Budesonide 200micrograms/dose dry powder inhaler,302000
'3112311000001103,Budesonide 200micrograms/dose dry powder inhaler,302000
'10074711000001106,Budesonide 200micrograms/dose dry powder inhaler,302000
'3112411000001105,Pulmicort 200 Turbohaler (AstraZeneca UK Ltd),302000
'3112611000001108,Pulmicort 200 Turbohaler (AstraZeneca UK Ltd),302000
'5273611000001100,Pulmicort 200 Turbohaler (Waymade Healthcare Plc),
'5273811000001101,Pulmicort 200 Turbohaler (Waymade Healthcare Plc),
'5313011000001107,Pulmicort 200 Turbohaler (Dowelhurst Ltd),
'5313211000001102,Pulmicort 200 Turbohaler (Dowelhurst Ltd),
'5350211000001100,Budesonide 200micrograms/dose Turbohaler (Dowelhurst Ltd),
'5350311000001108,Budesonide 200micrograms/dose Turbohaler (Dowelhurst Ltd),
'10074611000001102,Easyhaler Budesonide 200micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd),302000
'10074811000001103,Easyhaler Budesonide 200micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd),302000
'13953111000001103,Pulmicort 200 Turbohaler (DE Pharmaceuticals),
'13953411000001108,Pulmicort 200 Turbohaler (DE Pharmaceuticals),
'14390411000001100,Pulmicort 200 Turbohaler (Sigma Pharmaceuticals Plc),
'14390511000001101,Pulmicort 200 Turbohaler (Sigma Pharmaceuticals Plc),
'16230211000001107,Pulmicort 200 Turbohaler (Lexon (UK) Ltd),
'16230311000001104,Pulmicort 200 Turbohaler (Lexon (UK) Ltd),
'17425811000001100,Pulmicort 200 Turbohaler (Mawdsley-Brooks & Company Ltd),
'17425911000001105,Pulmicort 200 Turbohaler (Mawdsley-Brooks & Company Ltd),
'18175111000001101,Pulmicort 200 Turbohaler (Necessity Supplies Ltd),
'18175211000001107,Pulmicort 200 Turbohaler (Necessity Supplies Ltd),
'35912111000001105,Budesonide 100micrograms/dose dry powder inhaler,302000
'3112811000001107,Budesonide 100micrograms/dose dry powder inhaler,302000
'3113111000001106,Pulmicort 100 Turbohaler (AstraZeneca UK Ltd),302000
'3113211000001100,Pulmicort 100 Turbohaler (AstraZeneca UK Ltd),302000
'5273211000001102,Pulmicort 100 Turbohaler (Waymade Healthcare Plc),
'5273411000001103,Pulmicort 100 Turbohaler (Waymade Healthcare Plc),
'5311011000001106,Pulmicort 100 Turbohaler (Dowelhurst Ltd),
'5311111000001107,Pulmicort 100 Turbohaler (Dowelhurst Ltd),
'5350011000001105,Budesonide 100micrograms/dose Turbohaler (Dowelhurst Ltd),
'5350111000001106,Budesonide 100micrograms/dose Turbohaler (Dowelhurst Ltd),
'10073911000001106,Easyhaler Budesonide 100micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd),302000
'10074011000001109,Easyhaler Budesonide 100micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd),302000
'13952811000001102,Pulmicort 100 Turbohaler (DE Pharmaceuticals),
'13952911000001107,Pulmicort 100 Turbohaler (DE Pharmaceuticals),
'14390211000001104,Pulmicort 100 Turbohaler (Sigma Pharmaceuticals Plc),
'14390311000001107,Pulmicort 100 Turbohaler (Sigma Pharmaceuticals Plc),
'16230011000001102,Pulmicort 100 Turbohaler (Lexon (UK) Ltd),
'16230111000001101,Pulmicort 100 Turbohaler (Lexon (UK) Ltd),
'17425611000001104,Pulmicort 100 Turbohaler (Mawdsley-Brooks & Company Ltd),
'17425711000001108,Pulmicort 100 Turbohaler (Mawdsley-Brooks & Company Ltd),
'18174911000001102,Pulmicort 100 Turbohaler (Necessity Supplies Ltd),
'18175011000001102,Pulmicort 100 Turbohaler (Necessity Supplies Ltd),
'35908411000001100,Beclometasone 200micrograms/dose dry powder inhaler,302000
'3113311000001108,Beclometasone 200micrograms/dose dry powder inhaler,302000
'9525011000001109,Beclometasone 200micrograms/dose dry powder inhaler,302000
'3113411000001101,Pulvinal Beclometasone Dipropionate 200micrograms/dose dry powder inhaler (Chiesi Ltd),302000
'3113511000001102,Pulvinal Beclometasone Dipropionate 200micrograms/dose dry powder inhaler (Chiesi Ltd),302000
'9525111000001105,Easyhaler Beclometasone 200micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd),302000
'9525211000001104,Easyhaler Beclometasone 200micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd),302000
'35908711000001106,Beclometasone 250micrograms/dose dry powder inhaler,302000
'3174011000001103,Beclometasone 250micrograms/dose dry powder inhaler,302000
'3174111000001102,Asmabec 250 Clickhaler (Focus Pharmaceuticals Ltd),302000
'3174211000001108,Asmabec 250 Clickhaler (Focus Pharmaceuticals Ltd),302000
'35909111000001103,Beclometasone 400micrograms/dose dry powder inhaler,302000
'3174711000001101,Beclometasone 400micrograms/dose dry powder inhaler,302000
'3175111000001103,Pulvinal Beclometasone Dipropionate 400micrograms/dose dry powder inhaler (Chiesi Ltd),302000
'3175311000001101,Pulvinal Beclometasone Dipropionate 400micrograms/dose dry powder inhaler (Chiesi Ltd),302000
'35909511000001107,Beclometasone 50micrograms/dose inhaler,302000
'3175011000001104,Beclometasone 50micrograms/dose inhaler,302000
'4841211000001102,Beclometasone 50micrograms/dose inhaler,302000
'3175211000001109,Filair 50 inhaler (Meda Pharmaceuticals Ltd),302000
'3175411000001108,Filair 50 inhaler (Meda Pharmaceuticals Ltd),302000
'3175711000001102,Beclometasone 50micrograms/dose inhaler (A A H Pharmaceuticals Ltd),302000
'3175811000001105,Beclometasone 50micrograms/dose inhaler (A A H Pharmaceuticals Ltd),302000
'3175911000001100,Beclometasone 50micrograms/dose inhaler (Mylan),302000
'3176011000001108,Beclometasone 50micrograms/dose inhaler (Mylan),302000
'3176211000001103,Becotide 50 inhaler (GlaxoSmithKline UK Ltd),302000
'3176311000001106,Becotide 50 inhaler (GlaxoSmithKline UK Ltd),302000
'4841511000001104,Becotide 50 inhaler (GlaxoSmithKline UK Ltd),302000
'3176411000001104,Beclazone 50 inhaler (Teva UK Ltd),302000
'3176511000001100,Beclazone 50 inhaler (Teva UK Ltd),302000
'3176711000001105,Beclometasone 50micrograms/dose inhaler (Kent Pharmaceuticals Ltd),302000
'3176911000001107,Beclometasone 50micrograms/dose inhaler (Kent Pharmaceuticals Ltd),302000
'3177111000001107,Beclometasone 50micrograms/dose inhaler (Alliance Healthcare (Distribution) Ltd),302000
'3177211000001101,Beclometasone 50micrograms/dose inhaler (Alliance Healthcare (Distribution) Ltd),302000
'4773611000001100,Beclometasone 50micrograms/dose inhaler (Teva UK Ltd),302000
'4773711000001109,Beclometasone 50micrograms/dose inhaler (Teva UK Ltd),302000
'5256811000001107,Becotide 50 inhaler (Waymade Healthcare Plc),
'5256911000001102,Becotide 50 inhaler (Waymade Healthcare Plc),
'5284711000001101,Becotide 50 inhaler (Dowelhurst Ltd),
'5284811000001109,Becotide 50 inhaler (Dowelhurst Ltd),
'11400011000001108,Beclometasone 50micrograms/dose inhaler (Almus Pharmaceuticals Ltd),302000
'11400111000001109,Beclometasone 50micrograms/dose inhaler (Almus Pharmaceuticals Ltd),302000
'17793411000001101,Beclometasone 50micrograms/dose inhaler (Phoenix Healthcare Distribution Ltd),302000
'17793811000001104,Beclometasone 50micrograms/dose inhaler (Phoenix Healthcare Distribution Ltd),302000
'35908111000001105,Beclometasone 100micrograms/dose inhaler CFC free,302000
'3175511000001107,Beclometasone 100micrograms/dose inhaler CFC free,302000
'3175611000001106,Qvar 100 inhaler (Teva UK Ltd),302000
'3176111000001109,Qvar 100 inhaler (Teva UK Ltd),302000
'10618211000001109,Clenil Modulite 100micrograms/dose inhaler (Chiesi Ltd),302000
'10618411000001108,Clenil Modulite 100micrograms/dose inhaler (Chiesi Ltd),302000
'13954711000001100,Qvar 100 inhaler (DE Pharmaceuticals),
'13954811000001108,Qvar 100 inhaler (DE Pharmaceuticals),
'14616611000001107,Qvar 100 inhaler (Sigma Pharmaceuticals Plc),
'14616711000001103,Qvar 100 inhaler (Sigma Pharmaceuticals Plc),
'15884311000001105,Qvar 100 inhaler (Waymade Healthcare Plc),
'15884411000001103,Qvar 100 inhaler (Waymade Healthcare Plc),
'17427011000001104,Qvar 100 inhaler (Mawdsley-Brooks & Company Ltd),
'17427111000001103,Qvar 100 inhaler (Mawdsley-Brooks & Company Ltd),
'19737311000001104,Clenil Modulite 100micrograms/dose inhaler (Mawdsley-Brooks & Company Ltd),
'19737411000001106,Clenil Modulite 100micrograms/dose inhaler (Mawdsley-Brooks & Company Ltd),
'35430311000001103,Kelhale 100micrograms/dose inhaler (Cipla EU Ltd),302000
'35430411000001105,Kelhale 100micrograms/dose inhaler (Cipla EU Ltd),302000
'36603611000001108,Soprobec 100micrograms/dose inhaler (Glenmark Pharmaceuticals Europe Ltd),302000
'36603711000001104,Soprobec 100micrograms/dose inhaler (Glenmark Pharmaceuticals Europe Ltd),302000
'35909611000001106,Beclometasone 50micrograms/dose inhaler CFC free,302000
'3176611000001101,Beclometasone 50micrograms/dose inhaler CFC free,302000
'3176811000001102,Qvar 50 inhaler (Teva UK Ltd),302000
'3177011000001106,Qvar 50 inhaler (Teva UK Ltd),302000
'10617711000001103,Clenil Modulite 50micrograms/dose inhaler (Chiesi Ltd),302000
'10617911000001101,Clenil Modulite 50micrograms/dose inhaler (Chiesi Ltd),302000
'17426811000001108,Qvar 50 inhaler (Mawdsley-Brooks & Company Ltd),
'17426911000001103,Qvar 50 inhaler (Mawdsley-Brooks & Company Ltd),
'18608911000001101,Qvar 50 inhaler (DE Pharmaceuticals),
'18609011000001105,Qvar 50 inhaler (DE Pharmaceuticals),
'19737111000001101,Clenil Modulite 50micrograms/dose inhaler (Mawdsley-Brooks & Company Ltd),
'19737211000001107,Clenil Modulite 50micrograms/dose inhaler (Mawdsley-Brooks & Company Ltd),
'35430111000001100,Kelhale 50micrograms/dose inhaler (Cipla EU Ltd),302000
'35430211000001106,Kelhale 50micrograms/dose inhaler (Cipla EU Ltd),302000
'36603211000001106,Soprobec 50micrograms/dose inhaler (Glenmark Pharmaceuticals Europe Ltd),302000
'36603311000001103,Soprobec 50micrograms/dose inhaler (Glenmark Pharmaceuticals Europe Ltd),302000
'35909311000001101,Beclometasone 50micrograms/dose breath actuated inhaler CFC free,302000
'3177311000001109,Beclometasone 50micrograms/dose breath actuated inhaler CFC free,302000
'3177411000001102,Qvar 50 Autohaler (Teva UK Ltd),302000
'3177511000001103,Qvar 50 Autohaler (Teva UK Ltd),302000
'8159511000001107,Qvar 50micrograms/dose Easi-Breathe inhaler (Teva UK Ltd),302000
'8159611000001106,Qvar 50micrograms/dose Easi-Breathe inhaler (Teva UK Ltd),302000
'18059011000001105,Qvar 50micrograms/dose Easi-Breathe inhaler (Sigma Pharmaceuticals Plc),
'18059111000001106,Qvar 50micrograms/dose Easi-Breathe inhaler (Sigma Pharmaceuticals Plc),
'18608311000001102,Qvar 50 Autohaler (DE Pharmaceuticals),
'18608411000001109,Qvar 50 Autohaler (DE Pharmaceuticals),
'18608711000001103,Qvar 50micrograms/dose Easi-Breathe inhaler (DE Pharmaceuticals),
'18608811000001106,Qvar 50micrograms/dose Easi-Breathe inhaler (DE Pharmaceuticals),
'27991211000001105,Qvar 50micrograms/dose Easi-Breathe inhaler (Waymade Healthcare Plc),
'27991311000001102,Qvar 50micrograms/dose Easi-Breathe inhaler (Waymade Healthcare Plc),
'35907911000001107,Beclometasone 100micrograms/dose breath actuated inhaler CFC free,302000
'3177611000001104,Beclometasone 100micrograms/dose breath actuated inhaler CFC free,302000
'3177711000001108,Qvar 100 Autohaler (Teva UK Ltd),302000
'3178011000001107,Qvar 100 Autohaler (Teva UK Ltd),302000
'8159711000001102,Qvar 100micrograms/dose Easi-Breathe inhaler (Teva UK Ltd),302000
'8159811000001105,Qvar 100micrograms/dose Easi-Breathe inhaler (Teva UK Ltd),302000
'14616311000001102,Qvar 100 Autohaler (Sigma Pharmaceuticals Plc),
'14616411000001109,Qvar 100 Autohaler (Sigma Pharmaceuticals Plc),
'14755711000001106,Qvar 100 Autohaler (Waymade Healthcare Plc),
'14755811000001103,Qvar 100 Autohaler (Waymade Healthcare Plc),
'15418911000001106,Qvar 100micrograms/dose Easi-Breathe inhaler (Waymade Healthcare Plc),
'15419011000001102,Qvar 100micrograms/dose Easi-Breathe inhaler (Waymade Healthcare Plc),
'16232011000001103,Qvar 100 Autohaler (Lexon (UK) Ltd),
'16232111000001102,Qvar 100 Autohaler (Lexon (UK) Ltd),
'17427211000001109,Qvar 100 Autohaler (Mawdsley-Brooks & Company Ltd),
'17427311000001101,Qvar 100 Autohaler (Mawdsley-Brooks & Company Ltd),
'18058811000001106,Qvar 100micrograms/dose Easi-Breathe inhaler (Sigma Pharmaceuticals Plc),
'18058911000001101,Qvar 100micrograms/dose Easi-Breathe inhaler (Sigma Pharmaceuticals Plc),
'18295511000001100,Qvar 100 Autohaler (Stephar (U.K.) Ltd),
'18295611000001101,Qvar 100 Autohaler (Stephar (U.K.) Ltd),
'18608111000001104,Qvar 100 Autohaler (DE Pharmaceuticals),
'18608211000001105,Qvar 100 Autohaler (DE Pharmaceuticals),
'18608511000001108,Qvar 100micrograms/dose Easi-Breathe inhaler (DE Pharmaceuticals),
'18608611000001107,Qvar 100micrograms/dose Easi-Breathe inhaler (DE Pharmaceuticals),
'320537007,Beclometasone 100micrograms/dose inhaler,302000
'3177811000001100,Beclometasone 100micrograms/dose inhaler,302000
'4842111000001103,Beclometasone 100micrograms/dose inhaler,302000
'3177911000001105,Filair 100 inhaler (Meda Pharmaceuticals Ltd),302000
'3178111000001108,Filair 100 inhaler (Meda Pharmaceuticals Ltd),302000
'3178211000001102,Beclometasone 100micrograms/dose inhaler (A A H Pharmaceuticals Ltd),302000
'3178311000001105,Beclometasone 100micrograms/dose inhaler (A A H Pharmaceuticals Ltd),302000
'3178411000001103,Beclometasone 100micrograms/dose inhaler (Mylan),302000
'3178511000001104,Beclometasone 100micrograms/dose inhaler (Mylan),302000
'3178611000001100,Becotide 100 inhaler (GlaxoSmithKline UK Ltd),302000
'3178711000001109,Becotide 100 inhaler (GlaxoSmithKline UK Ltd),302000
'4842311000001101,Becotide 100 inhaler (GlaxoSmithKline UK Ltd),302000
'3178811000001101,Beclazone 100 inhaler (Teva UK Ltd),302000
'3178911000001106,Beclazone 100 inhaler (Teva UK Ltd),302000
'3179011000001102,Beclometasone 100micrograms/dose inhaler (Alliance Healthcare (Distribution) Ltd),302000
'3179111000001101,Beclometasone 100micrograms/dose inhaler (Alliance Healthcare (Distribution) Ltd),302000
'4773811000001101,Beclometasone 100micrograms/dose inhaler (Teva UK Ltd),302000
'4773911000001106,Beclometasone 100micrograms/dose inhaler (Teva UK Ltd),302000
'5256611000001108,Becotide 100 inhaler (Waymade Healthcare Plc),
'5256711000001104,Becotide 100 inhaler (Waymade Healthcare Plc),
'7379111000001102,Beclometasone 100micrograms/dose inhaler (Kent Pharmaceuticals Ltd),302000
'7379211000001108,Beclometasone 100micrograms/dose inhaler (Kent Pharmaceuticals Ltd),302000
'11400511000001100,Beclometasone 100micrograms/dose inhaler (Almus Pharmaceuticals Ltd),302000
'11400611000001101,Beclometasone 100micrograms/dose inhaler (Almus Pharmaceuticals Ltd),302000
'17794111000001108,Beclometasone 100micrograms/dose inhaler (Phoenix Healthcare Distribution Ltd),302000
'17794211000001102,Beclometasone 100micrograms/dose inhaler (Phoenix Healthcare Distribution Ltd),302000
'35908511000001101,Beclometasone 200micrograms/dose inhaler,302000
'3179211000001107,Beclometasone 200micrograms/dose inhaler,302000
'3179311000001104,Becotide 200 inhaler (GlaxoSmithKline UK Ltd),302000
'3179411000001106,Becotide 200 inhaler (GlaxoSmithKline UK Ltd),302000
'3179511000001105,Beclazone 200 inhaler (Teva UK Ltd),302000
'3179611000001109,Beclazone 200 inhaler (Teva UK Ltd),302000
'4332611000001107,Beclometasone 200micrograms/dose inhaler (A A H Pharmaceuticals Ltd),302000
'4332711000001103,Beclometasone 200micrograms/dose inhaler (A A H Pharmaceuticals Ltd),302000
'10844511000001104,Becotide 200 inhaler (Waymade Healthcare Plc),
'10844611000001100,Becotide 200 inhaler (Waymade Healthcare Plc),
'15052211000001104,Beclometasone 200micrograms/dose inhaler (Sigma Pharmaceuticals Plc),302000
'15052311000001107,Beclometasone 200micrograms/dose inhaler (Sigma Pharmaceuticals Plc),302000
'35908811000001103,Beclometasone 250micrograms/dose inhaler,302000
'3179711000001100,Beclometasone 250micrograms/dose inhaler,302000
'4839911000001109,Beclometasone 250micrograms/dose inhaler,302000
'5255911000001109,Beclometasone 250micrograms/dose inhaler,302000
'3179811000001108,Beclometasone 250micrograms/dose inhaler (A A H Pharmaceuticals Ltd),302000
'3179911000001103,Beclometasone 250micrograms/dose inhaler (A A H Pharmaceuticals Ltd),302000
'3180011000001102,Beclometasone 250micrograms/dose inhaler (Mylan),302000
'3180111000001101,Beclometasone 250micrograms/dose inhaler (Mylan),302000
'3180211000001107,Becloforte 250micrograms/dose inhaler (GlaxoSmithKline UK Ltd),302000
'3180411000001106,Becloforte 250micrograms/dose inhaler (GlaxoSmithKline UK Ltd),302000
'4840211000001108,Becloforte 250micrograms/dose inhaler (GlaxoSmithKline UK Ltd),302000
'3180611000001109,Beclazone 250 inhaler (Teva UK Ltd),302000
'3180711000001100,Beclazone 250 inhaler (Teva UK Ltd),302000
'3180911000001103,Beclometasone 250micrograms/dose inhaler (Alliance Healthcare (Distribution) Ltd),302000
'3181011000001106,Beclometasone 250micrograms/dose inhaler (Alliance Healthcare (Distribution) Ltd),302000
'4753511000001101,Filair Forte 250micrograms/dose inhaler (Meda Pharmaceuticals Ltd),302000
'4753611000001102,Filair Forte 250micrograms/dose inhaler (Meda Pharmaceuticals Ltd),302000
'4774011000001109,Beclometasone 250micrograms/dose inhaler (Teva UK Ltd),302000
'4774111000001105,Beclometasone 250micrograms/dose inhaler (Teva UK Ltd),302000
'5256011000001101,Becloforte 250micrograms/dose inhaler (Waymade Healthcare Plc),
'5256211000001106,Becloforte 250micrograms/dose inhaler (Waymade Healthcare Plc),
'5256111000001100,Becloforte 250micrograms/dose inhaler (Waymade Healthcare Plc),
'5282711000001106,Becloforte 250micrograms/dose inhaler (Dowelhurst Ltd),
'5283111000001104,Becloforte 250micrograms/dose inhaler (Dowelhurst Ltd),
'5282911000001108,Becloforte 250micrograms/dose inhaler (Dowelhurst Ltd),
'7379311000001100,Beclometasone 250micrograms/dose inhaler (Kent Pharmaceuticals Ltd),302000
'7379411000001107,Beclometasone 250micrograms/dose inhaler (Kent Pharmaceuticals Ltd),302000
'11400811000001102,Beclometasone 250micrograms/dose inhaler (Almus Pharmaceuticals Ltd),302000
'11400911000001107,Beclometasone 250micrograms/dose inhaler (Almus Pharmaceuticals Ltd),302000
'17833911000001100,Beclometasone 250micrograms/dose inhaler (Phoenix Healthcare Distribution Ltd),302000
'17834011000001102,Beclometasone 250micrograms/dose inhaler (Phoenix Healthcare Distribution Ltd),302000
'35907811000001102,Beclometasone 100micrograms/dose breath actuated inhaler,302000
'3181311000001109,Beclometasone 100micrograms/dose breath actuated inhaler,302000
'3181411000001102,AeroBec 100 Autohaler (Meda Pharmaceuticals Ltd),302000
'3181511000001103,AeroBec 100 Autohaler (Meda Pharmaceuticals Ltd),302000
'3181711000001108,Beclazone 100 Easi-Breathe inhaler (Teva UK Ltd),302000
