SNOMEDCode,description,bnf_chapter
'23564011000001102,Perixis 1mg capsules (Accord Healthcare Ltd),802020
'23564211000001107,Perixis 1mg capsules (Accord Healthcare Ltd),802020
'23564511000001105,Perixis 1mg capsules (Accord Healthcare Ltd),802020
'29956211000001103,Adoport 1mg capsules (Lexon (UK) Ltd),
'29956411000001104,Adoport 1mg capsules (Lexon (UK) Ltd),
'29956311000001106,Adoport 1mg capsules (Lexon (UK) Ltd),
'36809311000001108,Prograf 1mg capsules (Pharmaram Ltd),
'36809411000001101,Prograf 1mg capsules (Pharmaram Ltd),
'36821711000001102,Prograf 1mg capsules (Originalis B.V.),
'36821811000001105,Prograf 1mg capsules (Originalis B.V.),
'327097004,Tacrolimus 5mg capsules,802020
'987411000001104,Tacrolimus 5mg capsules,802020
'23605911000001107,Tacrolimus 5mg capsules,802020
'752211000001104,Prograf 5mg capsules (Astellas Pharma Ltd),802020
'2368611000001108,Prograf 5mg capsules (Astellas Pharma Ltd),802020
'17422311000001103,Prograf 5mg capsules (Mawdsley-Brooks & Company Ltd),
'17422411000001105,Prograf 5mg capsules (Mawdsley-Brooks & Company Ltd),
'18044211000001101,Adoport 5mg capsules (Sandoz Ltd),802020
'18044311000001109,Adoport 5mg capsules (Sandoz Ltd),802020
'18618211000001107,Vivadex 5mg capsules (Dexcel-Pharma Ltd),802020
'18618311000001104,Vivadex 5mg capsules (Dexcel-Pharma Ltd),802020
'18644711000001101,Tacrolimus 5mg capsules (A A H Pharmaceuticals Ltd),802020
'18644911000001104,Tacrolimus 5mg capsules (A A H Pharmaceuticals Ltd),802020
'19294211000001102,Tacni 5mg capsules (Teva UK Ltd),802020
'19294311000001105,Tacni 5mg capsules (Teva UK Ltd),802020
'19498011000001104,Capexion 5mg capsules (Mylan),802020
'19498111000001103,Capexion 5mg capsules (Mylan),802020
'23564611000001109,Perixis 5mg capsules (Accord Healthcare Ltd),802020
'23564711000001100,Perixis 5mg capsules (Accord Healthcare Ltd),802020
'23605811000001102,Prograf 5mg capsules (Waymade Healthcare Plc),
'23606011000001104,Prograf 5mg capsules (Waymade Healthcare Plc),
'36139311000001109,Ciclosporin 100mg/ml oral solution sugar free,802020
'3490311000001102,Ciclosporin 100mg/ml oral solution sugar free,802020
'3490411000001109,Neoral 100mg/ml oral solution (Novartis Pharmaceuticals UK Ltd),802020
'3490611000001107,Neoral 100mg/ml oral solution (Novartis Pharmaceuticals UK Ltd),802020
'3490711000001103,Sandimmun 100mg/ml oral solution (Novartis Pharmaceuticals UK Ltd),802020
'3490811000001106,Sandimmun 100mg/ml oral solution (Novartis Pharmaceuticals UK Ltd),802020
'5305411000001102,Neoral 100mg/ml oral solution (Dowelhurst Ltd),
'5305511000001103,Neoral 100mg/ml oral solution (Dowelhurst Ltd),
'5397211000001107,Neoral 100mg/ml oral solution (Waymade Healthcare Plc),
'5397311000001104,Neoral 100mg/ml oral solution (Waymade Healthcare Plc),
'14343911000001108,Neoral 100mg/ml oral solution (Sigma Pharmaceuticals Plc),
'14344111000001107,Neoral 100mg/ml oral solution (Sigma Pharmaceuticals Plc),
'17594411000001102,Neoral 100mg/ml oral solution (Necessity Supplies Ltd),
'17594811000001100,Neoral 100mg/ml oral solution (Necessity Supplies Ltd),
'35206711000001106,Capsorin 100mg/ml oral solution (Morningside Healthcare Ltd),802020
'35206811000001103,Capsorin 100mg/ml oral solution (Morningside Healthcare Ltd),802020
'327104000,Mycophenolate mofetil 250mg capsules,802010
'3659611000001108,Mycophenolate mofetil 250mg capsules,802010
'3659911000001102,CellCept 250mg capsules (Roche Products Ltd),802010
'3660111000001104,CellCept 250mg capsules (Roche Products Ltd),802010
'5347111000001105,CellCept 250mg capsules (Waymade Healthcare Plc),
'5347411000001100,CellCept 250mg capsules (Waymade Healthcare Plc),
'10478811000001100,CellCept 250mg capsules (Dowelhurst Ltd),
'10479011000001101,CellCept 250mg capsules (Dowelhurst Ltd),
'13848011000001102,CellCept 250mg capsules (DE Pharmaceuticals),
'13848111000001101,CellCept 250mg capsules (DE Pharmaceuticals),
'16459511000001100,CellCept 250mg capsules (Mawdsley-Brooks & Company Ltd),
'16459611000001101,CellCept 250mg capsules (Mawdsley-Brooks & Company Ltd),
'18164111000001105,Myfenax 250mg capsules (Teva UK Ltd),802010
'18164211000001104,Myfenax 250mg capsules (Teva UK Ltd),802010
'18164311000001107,Mycophenolate mofetil 250mg capsules (Actavis UK Ltd),802010
'18164411000001100,Mycophenolate mofetil 250mg capsules (Actavis UK Ltd),802010
'18166911000001100,Arzip 250mg capsules (Zentiva),802010
'18167011000001101,Arzip 250mg capsules (Zentiva),802010
'18310411000001102,Mycophenolate mofetil 250mg capsules (A A H Pharmaceuticals Ltd),802010
'18310511000001103,Mycophenolate mofetil 250mg capsules (A A H Pharmaceuticals Ltd),802010
'18342411000001105,Mycophenolate mofetil 250mg capsules (Alliance Healthcare (Distribution) Ltd),802010
'18342511000001109,Mycophenolate mofetil 250mg capsules (Alliance Healthcare (Distribution) Ltd),802010
'18464211000001103,Mycophenolate mofetil 250mg capsules (Accord Healthcare Ltd),802010
'18464311000001106,Mycophenolate mofetil 250mg capsules (Accord Healthcare Ltd),802010
'18477711000001105,Mycophenolate mofetil 250mg capsules (Dr Reddy's Laboratories (UK) Ltd),802010
'18477811000001102,Mycophenolate mofetil 250mg capsules (Dr Reddy's Laboratories (UK) Ltd),802010
'18622711000001109,Mycophenolate mofetil 250mg capsules (Phoenix Healthcare Distribution Ltd),802010
'18622811000001101,Mycophenolate mofetil 250mg capsules (Phoenix Healthcare Distribution Ltd),802010
'18728911000001102,Mycophenolate mofetil 250mg capsules (Sigma Pharmaceuticals Plc),802010
'18729211000001101,Mycophenolate mofetil 250mg capsules (Sigma Pharmaceuticals Plc),802010
'19867411000001100,CellCept 250mg capsules (Lexon (UK) Ltd),
'19867511000001101,CellCept 250mg capsules (Lexon (UK) Ltd),
'20312011000001106,Mycophenolate mofetil 250mg capsules (Sandoz Ltd),802010
'20312111000001107,Mycophenolate mofetil 250mg capsules (Sandoz Ltd),802010
'21808611000001106,Mycophenolate mofetil 250mg capsules (Waymade Healthcare Plc),802010
'21808711000001102,Mycophenolate mofetil 250mg capsules (Waymade Healthcare Plc),802010
'21842611000001101,Mycophenolate mofetil 250mg capsules (Cubic Pharmaceuticals Ltd),802010
'21842811000001102,Mycophenolate mofetil 250mg capsules (Cubic Pharmaceuticals Ltd),802010
'22352411000001100,Mycophenolate mofetil 250mg capsules (AM Distributions (Yorkshire) Ltd),802010
'22352511000001101,Mycophenolate mofetil 250mg capsules (AM Distributions (Yorkshire) Ltd),802010
'22409911000001101,Mycophenolate mofetil 250mg capsules (DE Pharmaceuticals),802010
'22410011000001106,Mycophenolate mofetil 250mg capsules (DE Pharmaceuticals),802010
'22605811000001106,Mycophenolate mofetil 250mg capsules (Colorama Pharmaceuticals Ltd),802010
'22605911000001101,Mycophenolate mofetil 250mg capsules (Colorama Pharmaceuticals Ltd),802010
'23218811000001105,Mycophenolate mofetil 250mg capsules (J M McGill Ltd),802010
'23219011000001109,Mycophenolate mofetil 250mg capsules (J M McGill Ltd),802010
'23958811000001104,Mycophenolate mofetil 250mg capsules (Niche Pharma Ltd),802010
'23959011000001100,Mycophenolate mofetil 250mg capsules (Niche Pharma Ltd),802010
'24028011000001102,Mycophenolate mofetil 250mg capsules (CST Pharma Ltd),802010
'24028111000001101,Mycophenolate mofetil 250mg capsules (CST Pharma Ltd),802010
'24571011000001105,Mycophenolate mofetil 250mg capsules (Mawdsley-Brooks & Company Ltd),802010
'24571111000001106,Mycophenolate mofetil 250mg capsules (Mawdsley-Brooks & Company Ltd),802010
'25881711000001105,Mycophenolate mofetil 250mg capsules (Icarus Pharmaceuticals Ltd),802010
'25881911000001107,Mycophenolate mofetil 250mg capsules (Icarus Pharmaceuticals Ltd),802010
'32424411000001104,Mycophenolate mofetil 250mg capsules (Kent Pharmaceuticals Ltd),802010
'32424511000001100,Mycophenolate mofetil 250mg capsules (Kent Pharmaceuticals Ltd),802010
'36763811000001104,CellCept 250mg capsules (Originalis B.V.),
'36763911000001109,CellCept 250mg capsules (Originalis B.V.),
'327106003,Mycophenolate mofetil 500mg tablets,802010
'3661211000001104,Mycophenolate mofetil 500mg tablets,802010
'10480911000001102,Mycophenolate mofetil 500mg tablets,802010
'3661611000001102,CellCept 500mg tablets (Roche Products Ltd),802010
'3661811000001103,CellCept 500mg tablets (Roche Products Ltd),802010
'5347711000001106,CellCept 500mg tablets (Waymade Healthcare Plc),
'5347811000001103,CellCept 500mg tablets (Waymade Healthcare Plc),
'10480711000001104,CellCept 500mg tablets (Dowelhurst Ltd),
'10480811000001107,CellCept 500mg tablets (Dowelhurst Ltd),
'10481011000001105,CellCept 500mg tablets (Dowelhurst Ltd),
'13848211000001107,CellCept 500mg tablets (DE Pharmaceuticals),
'13848311000001104,CellCept 500mg tablets (DE Pharmaceuticals),
'16459711000001105,CellCept 500mg tablets (Mawdsley-Brooks & Company Ltd),
'16459811000001102,CellCept 500mg tablets (Mawdsley-Brooks & Company Ltd),
'18163911000001106,Myfenax 500mg tablets (Teva UK Ltd),802010
'18164011000001109,Myfenax 500mg tablets (Teva UK Ltd),802010
'18164511000001101,Mycophenolate mofetil 500mg tablets (Actavis UK Ltd),802010
'18164611000001102,Mycophenolate mofetil 500mg tablets (Actavis UK Ltd),802010
'18166711000001102,Arzip 500mg tablets (Zentiva),802010
'18166811000001105,Arzip 500mg tablets (Zentiva),802010
'18310611000001104,Mycophenolate mofetil 500mg tablets (A A H Pharmaceuticals Ltd),802010
'18310711000001108,Mycophenolate mofetil 500mg tablets (A A H Pharmaceuticals Ltd),802010
'18342611000001108,Mycophenolate mofetil 500mg tablets (Alliance Healthcare (Distribution) Ltd),802010
'18342711000001104,Mycophenolate mofetil 500mg tablets (Alliance Healthcare (Distribution) Ltd),802010
'18412111000001102,Mycophenolate mofetil 500mg tablets (Mylan),802010
'18412211000001108,Mycophenolate mofetil 500mg tablets (Mylan),802010
'18464411000001104,Mycophenolate mofetil 500mg tablets (Accord Healthcare Ltd),802010
'18464511000001100,Mycophenolate mofetil 500mg tablets (Accord Healthcare Ltd),802010
'18477511000001100,Mycophenolate mofetil 500mg tablets (Dr Reddy's Laboratories (UK) Ltd),802010
'18477611000001101,Mycophenolate mofetil 500mg tablets (Dr Reddy's Laboratories (UK) Ltd),802010
'18622911000001106,Mycophenolate mofetil 500mg tablets (Phoenix Healthcare Distribution Ltd),802010
'18623011000001103,Mycophenolate mofetil 500mg tablets (Phoenix Healthcare Distribution Ltd),802010
'18730111000001104,Mycophenolate mofetil 500mg tablets (Sigma Pharmaceuticals Plc),802010
'18730411000001109,Mycophenolate mofetil 500mg tablets (Sigma Pharmaceuticals Plc),802010
'19429811000001107,Mycophenolate motefil 500mg tablets (Wockhardt UK Ltd),802010
'19429911000001102,Mycophenolate motefil 500mg tablets (Wockhardt UK Ltd),802010
'19867611000001102,CellCept 500mg tablets (Lexon (UK) Ltd),
'19867711000001106,CellCept 500mg tablets (Lexon (UK) Ltd),
'20312211000001101,Mycophenolate motefil 500mg tablets (Sandoz Ltd),802010
'20312311000001109,Mycophenolate motefil 500mg tablets (Sandoz Ltd),802010
'21808811000001105,Mycophenolate mofetil 500mg tablets (Waymade Healthcare Plc),802010
'21808911000001100,Mycophenolate mofetil 500mg tablets (Waymade Healthcare Plc),802010
'22464411000001109,Mycophenolate mofetil 500mg tablets (Arrow Generics Ltd),802010
'22464611000001107,Mycophenolate mofetil 500mg tablets (Arrow Generics Ltd),802010
'24405511000001101,Mycophenolate mofetil 500mg tablets (DE Pharmaceuticals),802010
'24405611000001102,Mycophenolate mofetil 500mg tablets (DE Pharmaceuticals),802010
'30849511000001103,Mycophenolate mofetil 500mg tablets (Mawdsley-Brooks & Company Ltd),802010
'30849611000001104,Mycophenolate mofetil 500mg tablets (Mawdsley-Brooks & Company Ltd),802010
'32424611000001101,Mycophenolate mofetil 500mg tablets (Kent Pharmaceuticals Ltd),802010
'32424711000001105,Mycophenolate mofetil 500mg tablets (Kent Pharmaceuticals Ltd),802010
'35725211000001106,Mycophenolate mofetil 500mg tablets (Tillomed Laboratories Ltd),802010
'35725311000001103,Mycophenolate mofetil 500mg tablets (Tillomed Laboratories Ltd),802010
'134640000,Sirolimus 1mg/ml oral solution sugar free,802020
'4090911000001108,Sirolimus 1mg/ml oral solution sugar free,802020
'4091011000001100,Rapamune 1mg/ml oral solution (Pfizer Ltd),802020
'4091111000001104,Rapamune 1mg/ml oral solution (Pfizer Ltd),802020
'395278001,Sirolimus 1mg tablets,802020
'4091211000001105,Sirolimus 1mg tablets,802020
'4091311000001102,Sirolimus 1mg tablets,802020
'4091411000001109,Rapamune 1mg tablets (Pfizer Ltd),802020
'4091511000001108,Rapamune 1mg tablets (Pfizer Ltd),802020
'4091611000001107,Rapamune 1mg tablets (Pfizer Ltd),802020
'408155001,Sirolimus 2mg tablets,802020
'4564511000001105,Sirolimus 2mg tablets,802020
'4564611000001109,Sirolimus 2mg tablets,802020
'4564711000001100,Rapamune 2mg tablets (Pfizer Ltd),802020
'4564811000001108,Rapamune 2mg tablets (Pfizer Ltd),802020
'4564911000001103,Rapamune 2mg tablets (Pfizer Ltd),802020
'11121311000001108,Rapamune 2mg tablets (Waymade Healthcare Plc),
'11121411000001101,Rapamune 2mg tablets (Waymade Healthcare Plc),
'4897811000001103,Mycophenolate mofetil 1g/5ml oral suspension sugar free,802010
'4881111000001102,Mycophenolate mofetil 1g/5ml oral suspension sugar free,802010
'4881311000001100,CellCept 1g/5ml oral suspension (Roche Products Ltd),802010
'4881411000001107,CellCept 1g/5ml oral suspension (Roche Products Ltd),802010
'8076911000001104,Mycophenolic acid 180mg gastro-resistant tablets,802010
'8077211000001105,Mycophenolic acid 180mg gastro-resistant tablets,802010
'8077511000001108,Myfortic 180mg gastro-resistant tablets (Novartis Pharmaceuticals UK Ltd),802010
'8077611000001107,Myfortic 180mg gastro-resistant tablets (Novartis Pharmaceuticals UK Ltd),802010
'34809211000001105,Ceptava 180mg gastro-resistant tablets (Sandoz Ltd),802010
'34809311000001102,Ceptava 180mg gastro-resistant tablets (Sandoz Ltd),802010
'34932711000001105,Mycophenolic acid 180mg gastro-resistant tablets (Accord Healthcare Ltd),802010
'34932811000001102,Mycophenolic acid 180mg gastro-resistant tablets (Accord Healthcare Ltd),802010
'35335811000001106,Mycophenolic acid 180mg gastro-resistant tablets (A A H Pharmaceuticals Ltd),802010
'35335911000001101,Mycophenolic acid 180mg gastro-resistant tablets (A A H Pharmaceuticals Ltd),802010
'8077011000001100,Mycophenolic acid 360mg gastro-resistant tablets,802010
'8077711000001103,Mycophenolic acid 360mg gastro-resistant tablets,802010
'8077811000001106,Myfortic 360mg gastro-resistant tablets (Novartis Pharmaceuticals UK Ltd),802010
'8077911000001101,Myfortic 360mg gastro-resistant tablets (Novartis Pharmaceuticals UK Ltd),802010
'34809411000001109,Ceptava 360mg gastro-resistant tablets (Sandoz Ltd),802010
'34809511000001108,Ceptava 360mg gastro-resistant tablets (Sandoz Ltd),802010
'34932911000001107,Mycophenolic acid 360mg gastro-resistant tablets (Accord Healthcare Ltd),802010
'34933011000001104,Mycophenolic acid 360mg gastro-resistant tablets (Accord Healthcare Ltd),802010
'35336011000001109,Mycophenolic acid 360mg gastro-resistant tablets (A A H Pharmaceuticals Ltd),802010
'35336111000001105,Mycophenolic acid 360mg gastro-resistant tablets (A A H Pharmaceuticals Ltd),802010
'8281911000001107,Azathioprine 100mg/5ml oral solution,802010
'8259711000001100,Azathioprine 100mg/5ml oral solution,802010
'8259811000001108,Azathioprine 100mg/5ml oral solution (Special Order),802010
'8259911000001103,Azathioprine 100mg/5ml oral solution (Special Order),802010
'8282011000001100,Azathioprine 100mg/5ml oral suspension,802010
'8260011000001101,Azathioprine 100mg/5ml oral suspension,802010
'30822211000001106,Azathioprine 100mg/5ml oral suspension,802010
'8260111000001100,Azathioprine 100mg/5ml oral suspension (Drug Tariff Special Order),802010
'8260211000001106,Azathioprine 100mg/5ml oral suspension (Drug Tariff Special Order),802010
'30822311000001103,Azathioprine 100mg/5ml oral suspension (Drug Tariff Special Order),802010
'8282311000001102,Azathioprine 120mg/5ml oral solution,802010
'8260311000001103,Azathioprine 120mg/5ml oral solution,802010
'8260411000001105,Azathioprine 120mg/5ml oral solution (Special Order),802010
'8260511000001109,Azathioprine 120mg/5ml oral solution (Special Order),802010
'8282411000001109,Azathioprine 120mg/5ml oral suspension,802010
'8260711000001104,Azathioprine 120mg/5ml oral suspension,802010
'8260811000001107,Azathioprine 120mg/5ml oral suspension (Special Order),802010
'8261011000001105,Azathioprine 120mg/5ml oral suspension (Special Order),802010
'8282911000001101,Azathioprine 150mg/5ml oral solution,802010
'8261111000001106,Azathioprine 150mg/5ml oral solution,802010
'8261211000001100,Azathioprine 150mg/5ml oral solution (Special Order),802010
'8261411000001101,Azathioprine 150mg/5ml oral solution (Special Order),802010
'8282711000001103,Azathioprine 13mg/5ml oral solution,802010
'8261811000001104,Azathioprine 13mg/5ml oral solution,802010
'8262111000001101,Azathioprine 13mg/5ml oral solution (Special Order),802010
'8262211000001107,Azathioprine 13mg/5ml oral solution (Special Order),802010
'8283011000001109,Azathioprine 150mg/5ml oral suspension,802010
'8262411000001106,Azathioprine 150mg/5ml oral suspension,802010
'8262911000001103,Azathioprine 150mg/5ml oral suspension (Special Order),802010
'8263811000001100,Azathioprine 150mg/5ml oral suspension (Special Order),802010
'8283111000001105,Azathioprine 15mg/5ml oral solution,802010
'8262711000001100,Azathioprine 15mg/5ml oral solution,802010
'8263111000001107,Azathioprine 15mg/5ml oral solution (Special Order),802010
'8263411000001102,Azathioprine 15mg/5ml oral solution (Special Order),802010
'8282111000001104,Azathioprine 10mg/5ml oral solution,802010
'8262611000001109,Azathioprine 10mg/5ml oral solution,802010
'8262811000001108,Azathioprine 10mg/5ml oral solution (Special Order),802010
'8263311000001109,Azathioprine 10mg/5ml oral solution (Special Order),802010
'8282811000001106,Azathioprine 13mg/5ml oral suspension,802010
'8263011000001106,Azathioprine 13mg/5ml oral suspension,802010
'8263511000001103,Azathioprine 13mg/5ml oral suspension (Special Order),802010
'8263711000001108,Azathioprine 13mg/5ml oral suspension (Special Order),802010
'8282211000001105,Azathioprine 10mg/5ml oral suspension,802010
'8263911000001105,Azathioprine 10mg/5ml oral suspension,802010
'8264111000001109,Azathioprine 10mg/5ml oral suspension (Special Order),802010
'8264211000001103,Azathioprine 10mg/5ml oral suspension (Special Order),802010
'8283211000001104,Azathioprine 15mg/5ml oral suspension,802010
'8264011000001108,Azathioprine 15mg/5ml oral suspension,802010
'8264311000001106,Azathioprine 15mg/5ml oral suspension (Special Order),802010
'8264411000001104,Azathioprine 15mg/5ml oral suspension (Special Order),802010
'8283311000001107,Azathioprine 17.5mg/5ml oral solution,802010
'8264511000001100,Azathioprine 17.5mg/5ml oral solution,802010
'8264611000001101,Azathioprine 17.5mg/5ml oral solution (Special Order),802010
'8265111000001108,Azathioprine 17.5mg/5ml oral solution (Special Order),802010
'8283511000001101,Azathioprine 2.5mg/5ml oral solution,802010
'8265811000001101,Azathioprine 2.5mg/5ml oral solution,802010
'8265911000001106,Azathioprine 2.5mg/5ml oral solution (Special Order),802010
'8266911000001104,Azathioprine 2.5mg/5ml oral solution (Special Order),802010
'8282511000001108,Azathioprine 12mg/5ml oral solution,802010
'8264911000001107,Azathioprine 12mg/5ml oral solution,802010
'8265411000001103,Azathioprine 12mg/5ml oral solution (Special Order),802010
'8265611000001100,Azathioprine 12mg/5ml oral solution (Special Order),802010
'8283411000001100,Azathioprine 17.5mg/5ml oral suspension,802010
'8265711000001109,Azathioprine 17.5mg/5ml oral suspension,802010
'8266011000001103,Azathioprine 17.5mg/5ml oral suspension (Special Order),802010
'8267011000001100,Azathioprine 17.5mg/5ml oral suspension (Special Order),802010
'8282611000001107,Azathioprine 12mg/5ml oral suspension,802010
'8266511000001106,Azathioprine 12mg/5ml oral suspension,802010
'8266211000001108,Azathioprine 12mg/5ml oral suspension (Special Order),802010
'8266811000001109,Azathioprine 12mg/5ml oral suspension (Special Order),802010
'8283811000001103,Azathioprine 20mg/5ml oral solution,802010
'8266611000001105,Azathioprine 20mg/5ml oral solution,802010
'8267211000001105,Azathioprine 20mg/5ml oral solution (Special Order),802010
'8267411000001109,Azathioprine 20mg/5ml oral solution (Special Order),802010
'8283611000001102,Azathioprine 2.5mg/5ml oral suspension,802010
'8267711000001103,Azathioprine 2.5mg/5ml oral suspension,802010
'8267811000001106,Azathioprine 2.5mg/5ml oral suspension (Special Order),802010
'8268011000001104,Azathioprine 2.5mg/5ml oral suspension (Special Order),802010
'8283911000001108,Azathioprine 20mg/5ml oral suspension,802010
'8267911000001101,Azathioprine 20mg/5ml oral suspension,802010
'30822911000001102,Azathioprine 20mg/5ml oral suspension,802010
'8268111000001103,Azathioprine 20mg/5ml oral suspension (Drug Tariff Special Order),802010
'8268211000001109,Azathioprine 20mg/5ml oral suspension (Drug Tariff Special Order),802010
'30823011000001105,Azathioprine 20mg/5ml oral suspension (Drug Tariff Special Order),802010
'8284011000001106,Azathioprine 25mg/5ml oral solution,802010
'8268311000001101,Azathioprine 25mg/5ml oral solution,802010
'8268711000001102,Azathioprine 25mg/5ml oral solution (Special Order),802010
'8268811000001105,Azathioprine 25mg/5ml oral solution (Special Order),802010
'8284211000001101,Azathioprine 30mg/5ml oral solution,802010
'8268411000001108,Azathioprine 30mg/5ml oral solution,802010
'8268511000001107,Azathioprine 30mg/5ml oral solution (Special Order),802010
'8268611000001106,Azathioprine 30mg/5ml oral solution (Special Order),802010
'8308811000001100,Azathioprine 30mg/5ml oral suspension,802010
'8268911000001100,Azathioprine 30mg/5ml oral suspension,802010
'8269111000001105,Azathioprine 30mg/5ml oral suspension (Special Order),802010
'8269911000001108,Azathioprine 30mg/5ml oral suspension (Special Order),802010
'8284111000001107,Azathioprine 25mg/5ml oral suspension,802010
'8269011000001109,Azathioprine 25mg/5ml oral suspension,802010
'21630311000001103,Azathioprine 25mg/5ml oral suspension,802010
'27875711000001103,Azathioprine 25mg/5ml oral suspension,802010
'8269711000001106,Azathioprine 25mg/5ml oral suspension (Drug Tariff Special Order),802010
'8270611000001100,Azathioprine 25mg/5ml oral suspension (Drug Tariff Special Order),802010
'21630411000001105,Azathioprine 25mg/5ml oral suspension (Drug Tariff Special Order),802010
'27875811000001106,Azathioprine 25mg/5ml oral suspension (Drug Tariff Special Order),802010
'8308711000001108,Azathioprine 40mg/5ml oral solution,802010
'8270811000001101,Azathioprine 40mg/5ml oral solution,802010
'8272311000001109,Azathioprine 40mg/5ml oral solution (Special Order),802010
'8273311000001104,Azathioprine 40mg/5ml oral solution (Special Order),802010
'8308311000001109,Azathioprine 5mg/5ml oral solution,802010
'8272611000001104,Azathioprine 5mg/5ml oral solution,802010
'8273411000001106,Azathioprine 5mg/5ml oral solution (Special Order),802010
'8273711000001100,Azathioprine 5mg/5ml oral solution (Special Order),802010
'8308511000001103,Azathioprine 50mg/5ml oral solution,802010
'8274211000001105,Azathioprine 50mg/5ml oral solution,802010
'8274811000001106,Azathioprine 50mg/5ml oral solution (Special Order),802010
'8275611000001108,Azathioprine 50mg/5ml oral solution (Special Order),802010
'8308211000001101,Azathioprine 5mg/5ml oral suspension,802010
'8275211000001106,Azathioprine 5mg/5ml oral suspension,802010
'8275911000001102,Azathioprine 5mg/5ml oral suspension (Special Order),802010
'8276411000001101,Azathioprine 5mg/5ml oral suspension (Special Order),802010
'8308611000001104,Azathioprine 40mg/5ml oral suspension,802010
'8276511000001102,Azathioprine 40mg/5ml oral suspension,802010
'8277711000001105,Azathioprine 40mg/5ml oral suspension (Special Order),802010
'8279011000001104,Azathioprine 40mg/5ml oral suspension (Special Order),802010
'8308411000001102,Azathioprine 50mg/5ml oral suspension,802010
'8277611000001101,Azathioprine 50mg/5ml oral suspension,802010
'19605411000001102,Azathioprine 50mg/5ml oral suspension,802010
'19933211000001105,Azathioprine 50mg/5ml oral suspension,802010
'8278511000001101,Azathioprine 50mg/5ml oral suspension (Drug Tariff Special Order),802010
'8279211000001109,Azathioprine 50mg/5ml oral suspension (Drug Tariff Special Order),802010
'19605511000001103,Azathioprine 50mg/5ml oral suspension (Drug Tariff Special Order),802010
'19933311000001102,Azathioprine 50mg/5ml oral suspension (Drug Tariff Special Order),802010
'8307911000001109,Azathioprine 75mg/5ml oral solution,802010
'8278911000001108,Azathioprine 75mg/5ml oral solution,802010
'8279411000001108,Azathioprine 75mg/5ml oral solution (Special Order),802010
'8279611000001106,Azathioprine 75mg/5ml oral solution (Special Order),802010
'8307811000001104,Azathioprine 75mg/5ml oral suspension,802010
'8280111000001103,Azathioprine 75mg/5ml oral suspension,802010
'8280411000001108,Azathioprine 75mg/5ml oral suspension (Special Order),802010
'8280911000001100,Azathioprine 75mg/5ml oral suspension (Special Order),802010
'8308111000001107,Azathioprine 60mg/5ml oral solution,802010
'8288211000001107,Azathioprine 60mg/5ml oral solution,802010
'8288511000001105,Azathioprine 60mg/5ml oral solution (Special Order),802010
'8289111000001108,Azathioprine 60mg/5ml oral solution (Special Order),802010
'8308011000001106,Azathioprine 60mg/5ml oral suspension,802010
'8289911000001106,Azathioprine 60mg/5ml oral suspension,802010
'8290111000001102,Azathioprine 60mg/5ml oral suspension (Special Order),802010
'8290211000001108,Azathioprine 60mg/5ml oral suspension (Special Order),802010
'8307711000001107,Azathioprine 90mg/5ml oral solution,802010
'8291211000001102,Azathioprine 90mg/5ml oral solution,802010
'8291411000001103,Azathioprine 90mg/5ml oral solution (Special Order),802010
'8291511000001104,Azathioprine 90mg/5ml oral solution (Special Order),802010
'8307511000001102,Azathioprine 90mg/5ml oral suspension,802010
'8292011000001104,Azathioprine 90mg/5ml oral suspension,802010
'8292211000001109,Azathioprine 90mg/5ml oral suspension (Special Order),802010
'8292611000001106,Azathioprine 90mg/5ml oral suspension (Special Order),802010
'8726211000001106,Tacrolimus 2.5mg/5ml oral solution,802020
'8708111000001108,Tacrolimus 2.5mg/5ml oral solution,802020
'8708211000001102,Tacrolimus 2.5mg/5ml oral solution (Special Order),802020
'8708311000001105,Tacrolimus 2.5mg/5ml oral solution (Special Order),802020
'8726011000001101,Tacrolimus 2.5mg/5ml oral suspension,802020
'8708711000001109,Tacrolimus 2.5mg/5ml oral suspension,802020
'20433211000001105,Tacrolimus 2.5mg/5ml oral suspension,802020
'8708811000001101,Tacrolimus 2.5mg/5ml oral suspension (Special Order),802020
'8709111000001101,Tacrolimus 2.5mg/5ml oral suspension (Special Order),802020
'20433311000001102,Tacrolimus 2.5mg/5ml oral suspension (Special Order),802020
'8791311000001100,Azathioprine 10mg capsules,802010
'8733411000001102,Azathioprine 10mg capsules,802010
'8733511000001103,Azathioprine 10mg capsules (Special Order),802010
'8733611000001104,Azathioprine 10mg capsules (Special Order),802010
'8791511000001106,Azathioprine 5mg capsules,802010
'8742811000001109,Azathioprine 5mg capsules,802010
'8742911000001104,Azathioprine 5mg capsules (Special Order),802010
'8743111000001108,Azathioprine 5mg capsules (Special Order),802010
'8791411000001107,Azathioprine 30mg capsules,802010
'8743011000001107,Azathioprine 30mg capsules,802010
'8743211000001102,Azathioprine 30mg capsules (Special Order),802010
'8743311000001105,Azathioprine 30mg capsules (Special Order),802010
'8823011000001106,Tacrolimus 5mg/5ml oral suspension,802020
'8822611000001109,Tacrolimus 5mg/5ml oral suspension,802020
'19600711000001103,Tacrolimus 5mg/5ml oral suspension,802020
'33748711000001101,Tacrolimus 5mg/5ml oral suspension,802020
'8822711000001100,Tacrolimus 5mg/5ml oral suspension (Special Order),802020
'8822811000001108,Tacrolimus 5mg/5ml oral suspension (Special Order),802020
